t,count
1608063822,0
1608064122,0
1608064422,0
1608064722,0
1608065022,0
1608065322,0
1608065622,0
1608065922,0
1608066222,0
1608066522,0
1608066822,0
1608067122,0
1608067422,0
1608067722,0
1608068022,0
1608068322,0
1608068622,0
1608068922,0
1608069222,0
1608069522,0
1608069822,0
1608070122,0
1608070422,0
1608070722,0
1608071022,0
1608071322,0
1608071622,0
1608071922,0
1608072222,0
1608072522,0
1608072822,0
1608073122,0
1608073422,0
1608073722,0
1608074022,0
1608074322,0
1608074622,0
1608074922,0
1608075222,0
1608075522,0
1608075822,0
1608076122,0
1608076422,0
1608076722,0
1608077022,0
1608077322,0
1608077622,0
1608077922,0
1608078222,0
1608078522,0
1608078822,0
1608079122,0
1608079422,0
1608079722,0
1608080022,0
1608080322,0
1608080622,0
1608080922,0
1608081222,0
1608081522,0
1608081822,0
1608082122,0
1608082422,0
1608082722,0
1608083022,0
1608083322,0
1608083622,0
1608083922,0
1608084222,0
1608084522,0
1608084822,0
1608085122,0
1608085422,0
1608085722,0
1608086022,0
1608086322,0
1608086622,0
1608086922,0
1608087222,0
1608087522,0
1608087822,0
1608088122,0
1608088422,0
1608088722,0
1608089022,0
1608089322,0
1608089622,0
1608089922,0
1608090222,0
1608090522,0
1608090822,0
1608091122,0
1608091422,0
1608091722,0
1608092022,0
1608092322,0
1608092622,0
1608092922,0
1608093222,0
1608093522,0
1608093822,0
1608094122,0
1608094422,0
1608094722,0
1608095022,0
1608095322,0
1608095622,0
1608095922,0
1608096222,0
1608096522,0
1608096822,0
1608097122,0
1608097422,0
1608097722,0
1608098022,0
1608098322,0
1608098622,0
1608098922,0
1608099222,0
1608099522,0
1608099822,0
1608100122,0
1608100422,0
1608100722,0
1608101022,0
1608101322,0
1608101622,0
1608101922,0
1608102222,0
1608102522,0
1608102822,0
1608103122,0
1608103422,0
1608103722,0
1608104022,0
1608104322,0
1608104622,0
1608104922,0
1608105222,0
1608105522,0
1608105822,0
1608106122,0
1608106422,0
1608106722,0
1608107022,0
1608107322,0
1608107622,0
1608107922,0
1608108083,0
1608108083,0
