t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1607815276,5,23.942450,4.798778,0.002124,9.571839,0.012443,0.025970,23.942450,23.942450,23.942450,23.942450,0.016665,0.000752,0.006500,0.004059,calls/second,milliseconds
1607815576,17,23.942450,2.097159,0.002124,3.713539,0.145050,2.341841,9.979136,9.979136,9.979136,9.979136,0.028332,0.113912,0.037407,0.015647,calls/second,milliseconds
1607815876,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.029999,0.003259,0.027998,0.019574,calls/second,milliseconds
1607816176,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.022500,0.000022,0.010300,0.014026,calls/second,milliseconds
1607816476,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.018000,0.000000,0.003789,0.010050,calls/second,milliseconds
1607816776,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.015000,0.000000,0.001394,0.007201,calls/second,milliseconds
1607817076,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.012857,0.000000,0.000513,0.005160,calls/second,milliseconds
1607817376,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.011250,0.000000,0.000189,0.003697,calls/second,milliseconds
1607817676,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.010000,0.000000,0.000069,0.002649,calls/second,milliseconds
1607817976,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.009000,0.000000,0.000026,0.001898,calls/second,milliseconds
1607818276,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.008182,0.000000,0.000009,0.001360,calls/second,milliseconds
1607818576,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.007500,0.000000,0.000003,0.000975,calls/second,milliseconds
1607818876,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.006923,0.000000,0.000001,0.000698,calls/second,milliseconds
1607819176,27,23.942450,1.830901,0.002124,3.502956,0.145050,0.239909,11.241786,11.241786,11.241786,11.241786,0.006429,0.000000,0.000000,0.000500,calls/second,milliseconds
1607819255,28,23.942450,1.791131,0.002124,0.000000,1.791131,1.791131,1.791131,1.791131,1.791131,1.791131,0.006543,0.000000,0.000000,0.000460,calls/second,milliseconds
1607819255,28,23.942450,1.791131,0.002124,0.000000,1.791131,1.791131,1.791131,1.791131,1.791131,1.791131,0.006543,0.000000,0.000000,0.000460,calls/second,milliseconds
