t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1614302788,32,0.111417,0.006799,0.000373,0.010480,0.002083,0.009280,0.032146,0.032146,0.032146,0.111417,0.106660,0.189636,1.171461,2.179539,calls/second,milliseconds
1614303088,67,0.111417,0.008975,0.000326,0.010383,0.007004,0.009430,0.041473,0.041473,0.042547,0.044990,0.111663,0.020938,0.481715,1.591045,calls/second,milliseconds
1614303388,75,0.111417,0.007848,0.000326,0.009388,0.003283,0.007693,0.023560,0.047206,0.047206,0.047206,0.083331,0.015496,0.192315,1.147336,calls/second,milliseconds
1614303688,80,0.111417,0.005899,0.000326,0.001237,0.005444,0.006127,0.007210,0.007350,0.007350,0.023560,0.066665,0.014126,0.081007,0.826786,calls/second,milliseconds
1614303988,85,0.111417,0.006680,0.000326,0.000882,0.006530,0.007256,0.007880,0.007880,0.007880,0.007880,0.056666,0.014117,0.040059,0.597103,calls/second,milliseconds
1614304288,90,0.111417,0.006389,0.000326,0.000513,0.006323,0.006683,0.006820,0.006820,0.006820,0.007880,0.049999,0.014117,0.024995,0.432527,calls/second,milliseconds
1614304588,95,0.111417,0.006596,0.000326,0.000893,0.006794,0.006794,0.006933,0.006933,0.006933,0.006933,0.045238,0.014117,0.019453,0.314604,calls/second,milliseconds
1614304888,100,0.111417,0.006411,0.000326,0.000587,0.006557,0.006557,0.007587,0.007587,0.007587,0.007587,0.041666,0.014117,0.017415,0.230108,calls/second,milliseconds
1614305051,104,0.111417,0.034018,0.000326,0.032109,0.006557,0.070433,0.070433,0.070433,0.070433,0.070433,0.040586,0.019702,0.018043,0.195693,calls/second,milliseconds
1614305051,104,0.111417,0.034018,0.000326,0.032109,0.006557,0.070433,0.070433,0.070433,0.070433,0.070433,0.040586,0.019702,0.018043,0.195693,calls/second,milliseconds
