t,count
1618738170,65
1618738470,70
1618738770,75
1618739070,80
1618739370,85
1618739670,90
1618739970,95
1618740270,100
1618740570,105
1618740870,110
1618741170,115
1618741470,120
1618741770,125
1618742070,130
1618742370,135
1618742670,140
1618742970,145
1618743270,150
1618743570,155
1618743870,160
1618744170,165
1618744470,170
1618744770,175
1618745070,180
1618745370,185
1618745670,190
1618745970,195
1618746270,200
1618746570,205
1618746870,210
1618747170,215
1618747470,220
1618747770,225
1618748070,230
1618748370,235
1618748670,240
1618748970,245
1618749270,250
1618749570,255
1618749870,260
1618750170,265
1618750470,270
1618750770,275
1618751070,280
1618751370,285
1618751670,290
1618751970,295
1618752270,300
1618752570,305
1618752870,310
1618753170,315
1618753470,320
1618753770,325
1618754070,330
1618754370,335
1618754670,340
1618754970,345
1618755270,350
1618755570,355
1618755870,360
1618756170,365
1618756470,370
1618756770,375
1618757070,380
1618757370,385
1618757670,390
1618757970,395
1618758270,400
1618758570,405
1618758870,410
1618759170,415
1618759470,420
1618759770,425
1618760070,430
1618760370,435
1618760670,440
1618760790,443
1618760790,443
