t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1608968797,19,0.077545,0.002984,0.000164,0.008667,0.001642,0.002305,0.004051,0.005153,0.077545,0.077545,0.063290,0.031900,1.130547,2.165352,calls/second,milliseconds
1608969097,71,0.077545,0.002528,0.000044,0.001955,0.002359,0.003726,0.005805,0.005805,0.006091,0.006091,0.118331,0.035030,0.501745,1.597141,calls/second,milliseconds
1608969397,76,0.077545,0.005548,0.000044,0.001969,0.005277,0.005277,0.008443,0.008443,0.008443,0.008443,0.084443,0.010283,0.194178,1.148983,calls/second,milliseconds
1608969697,81,0.077545,0.002691,0.000044,0.001833,0.001704,0.005277,0.005543,0.005543,0.005543,0.008443,0.067499,0.010116,0.081031,0.827864,calls/second,milliseconds
1608969997,86,0.077545,0.003323,0.000044,0.002622,0.001549,0.004855,0.007830,0.007830,0.007830,0.007830,0.057333,0.010115,0.039406,0.597772,calls/second,milliseconds
1608970297,91,0.077545,0.002508,0.000044,0.001129,0.003311,0.003311,0.003311,0.003311,0.004216,0.007830,0.050555,0.010115,0.024093,0.432904,calls/second,milliseconds
1608970597,102,0.077545,0.008337,0.000044,0.006501,0.006009,0.006009,0.020213,0.020213,0.020213,0.020213,0.048571,0.010889,0.026025,0.319592,calls/second,milliseconds
1608970897,107,0.077545,0.005329,0.000044,0.000912,0.005253,0.005500,0.005942,0.005942,0.005942,0.020213,0.044583,0.010120,0.019171,0.233579,calls/second,milliseconds
1608971197,112,0.077545,0.004115,0.000044,0.001654,0.003126,0.005253,0.006833,0.006833,0.006833,0.006833,0.041481,0.010115,0.016649,0.171948,calls/second,milliseconds
1608971497,117,0.077545,0.004386,0.000044,0.001979,0.005850,0.005850,0.005850,0.005850,0.005850,0.006833,0.039000,0.010115,0.015722,0.127788,calls/second,milliseconds
1608971797,122,0.077545,0.003416,0.000044,0.000987,0.002757,0.004310,0.005008,0.005008,0.005008,0.005850,0.036970,0.010115,0.015380,0.096145,calls/second,milliseconds
1608972097,127,0.077545,0.001973,0.000044,0.000839,0.001712,0.001772,0.004013,0.004013,0.004769,0.005008,0.035278,0.010115,0.015255,0.073473,calls/second,milliseconds
1608972397,132,0.077545,0.006641,0.000044,0.008208,0.001367,0.006965,0.020997,0.020997,0.020997,0.020997,0.033846,0.010115,0.015209,0.057227,calls/second,milliseconds
1608972697,137,0.077545,0.004251,0.000044,0.000938,0.004043,0.004392,0.004623,0.004623,0.004623,0.020997,0.032619,0.010115,0.015192,0.045586,calls/second,milliseconds
