t,count
1614117567,32
1614117867,67
1614118167,75
1614118467,80
1614118767,85
1614119067,90
1614119367,95
1614119667,100
1614119967,105
1614120267,110
1614120567,115
1614120867,120
1614121167,125
1614121467,130
1614121767,135
1614122067,140
1614122367,145
1614122667,150
1614122967,155
1614123267,160
1614123567,165
1614123867,170
1614124167,175
1614124467,180
1614124767,185
1614125067,190
1614125367,195
1614125667,200
1614125967,205
1614126267,210
1614126567,215
1614126867,220
1614127167,225
1614127467,230
1614127767,235
1614128067,240
1614128367,245
1614128667,250
1614128967,255
1614129267,260
1614129567,265
1614129867,270
1614130167,275
1614130467,280
1614130767,285
1614131067,290
1614131367,295
1614131667,300
1614131967,305
1614132267,310
1614132567,315
1614132867,320
1614133167,325
1614133467,330
1614133767,335
1614134067,340
1614134367,345
1614134667,350
1614134967,355
1614135267,360
1614135567,365
1614135597,367
1614135597,367
