t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1609418106,63,0.384087,0.054354,0.002513,0.097195,0.021500,0.034220,0.384087,0.384087,0.384087,0.384087,0.209981,0.127073,0.421868,0.632161,calls/second,milliseconds
1609418145,68,0.384087,0.070749,0.002513,0.097482,0.031277,0.069940,0.297545,0.384087,0.384087,0.384087,0.200554,0.083365,0.378557,0.609138,calls/second,milliseconds
1609418145,68,0.384087,0.070749,0.002513,0.097482,0.031277,0.069940,0.297545,0.384087,0.384087,0.384087,0.200546,0.083365,0.378557,0.609138,calls/second,milliseconds
