t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1609256113,67,0.154086,0.007256,0.000852,0.010128,0.005539,0.007522,0.021287,0.021626,0.024599,0.154086,0.223313,0.062572,1.212564,2.208021,calls/second,milliseconds
1609256413,72,0.154086,0.031330,0.000852,0.012820,0.040843,0.040843,0.040843,0.040843,0.040843,0.040843,0.119995,0.013322,0.456166,1.586774,calls/second,milliseconds
1609256713,77,0.154086,0.009281,0.000852,0.008991,0.004349,0.008321,0.029528,0.037980,0.037980,0.040843,0.085553,0.012990,0.177903,1.141632,calls/second,milliseconds
1609257013,82,0.154086,0.027146,0.000852,0.004843,0.029310,0.029310,0.029310,0.029310,0.029310,0.029528,0.068332,0.012988,0.075535,0.822673,calls/second,milliseconds
1609257313,87,0.154086,0.021952,0.000852,0.006180,0.023850,0.023850,0.025859,0.035614,0.035614,0.035614,0.057999,0.012988,0.037877,0.594130,calls/second,milliseconds
1609257613,92,0.154086,0.029151,0.000852,0.003351,0.027337,0.033081,0.033081,0.033081,0.045809,0.045809,0.051110,0.012988,0.024023,0.430371,calls/second,milliseconds
1609257913,102,0.154086,0.036893,0.000852,0.011191,0.045628,0.045628,0.045628,0.045628,0.045628,0.045628,0.048571,0.013574,0.025109,0.317025,calls/second,milliseconds
1609258213,107,0.154086,0.017108,0.000852,0.010151,0.024396,0.024396,0.024396,0.024396,0.028592,0.045628,0.044583,0.012992,0.019326,0.231817,calls/second,milliseconds
1609258513,112,0.154086,0.017275,0.000852,0.008168,0.023132,0.023132,0.023132,0.024029,0.024029,0.024396,0.041481,0.012988,0.017198,0.170762,calls/second,milliseconds
1609258813,117,0.154086,0.023623,0.000852,0.007456,0.025388,0.027038,0.027038,0.035040,0.035040,0.035040,0.039000,0.012988,0.016416,0.127015,calls/second,milliseconds
