t,count
1609139944,62
1609140244,70
1609140544,75
1609140844,80
1609141144,85
1609141444,90
1609141744,102
1609142044,107
1609142344,112
1609142644,117
1609142944,122
1609143244,127
1609143544,132
1609143844,137
1609144144,142
1609144444,147
1609144744,152
1609145044,157
1609145344,162
1609145644,167
1609145944,172
1609146244,177
1609146544,182
1609146844,187
1609147144,192
1609147444,197
1609147744,202
1609148044,207
1609148344,212
1609148644,217
1609148944,222
1609149244,227
1609149544,232
1609149844,237
1609150144,242
1609150444,247
1609150744,252
1609151044,257
1609151344,262
1609151644,267
1609151944,272
1609152244,277
1609152544,282
1609152844,287
1609153144,292
1609153444,297
1609153744,302
1609154044,307
1609154344,312
1609154644,317
1609154944,322
1609155244,327
1609155544,332
1609155844,337
1609156144,342
1609156444,347
1609156744,352
1609157044,357
1609157344,362
1609157644,367
1609157944,372
1609158244,377
1609158544,382
1609158844,387
1609159144,392
1609159444,397
1609159744,402
1609160044,407
1609160344,412
1609160644,417
1609160944,422
1609161244,427
1609161544,432
1609161844,437
1609162144,442
1609162444,447
1609162744,452
1609163044,457
1609163344,462
1609163644,467
1609163944,472
1609164244,477
1609164544,482
1609164844,487
1609165144,492
1609165444,497
1609165744,502
1609166044,507
1609166344,512
1609166644,517
1609166944,522
1609167244,527
1609167544,532
1609167844,537
1609168144,542
1609168444,547
1609168744,552
1609169044,557
1609169344,562
1609169402,564
1609169402,564
