t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1607859568,32,4.475510,0.661212,0.010500,0.822851,0.287907,0.975062,2.814332,2.814332,2.814332,4.475510,0.106632,0.200906,1.171665,2.179544,calls/second,milliseconds
1607859868,67,5.010183,1.086932,0.010500,1.681888,0.222060,0.740585,5.010183,5.010183,5.010183,5.010183,0.111648,0.017088,0.481232,1.590968,calls/second,milliseconds
1607860168,72,5.010183,0.416461,0.010500,0.367270,0.271463,0.286810,0.853616,0.853616,0.853616,5.010183,0.079991,0.010162,0.186632,1.144560,calls/second,milliseconds
1607860468,77,5.044009,3.338909,0.010500,2.163088,5.044009,5.044009,5.044009,5.044009,5.044009,5.044009,0.064161,0.010116,0.078255,0.824695,calls/second,milliseconds
1607860768,82,5.044009,0.445053,0.010500,0.428746,0.306723,0.706594,0.706594,0.776752,0.776752,5.044009,0.054663,0.010115,0.038385,0.595501,calls/second,milliseconds
1607861068,87,5.044009,0.852674,0.010500,0.446994,0.899321,0.899321,1.217074,1.217074,3.801202,3.801202,0.048330,0.010115,0.023718,0.431277,calls/second,milliseconds
1607861368,98,5.044009,2.181013,0.008503,1.011353,2.511547,2.511547,3.250461,3.250461,3.250461,3.250461,0.046664,0.010967,0.026035,0.318457,calls/second,milliseconds
1607861668,103,5.044009,1.696137,0.008503,1.489187,0.761405,2.874708,4.215834,4.215834,4.215834,4.215834,0.042915,0.010121,0.019174,0.232766,calls/second,milliseconds
1607861968,108,5.044009,2.227453,0.008503,0.791436,2.073577,2.073577,3.415268,3.415268,3.415268,4.215834,0.039999,0.010115,0.016650,0.171366,calls/second,milliseconds
1607862268,113,5.044009,0.812787,0.008503,0.181499,0.772692,0.773657,0.962145,0.962145,0.962145,3.415268,0.037665,0.010115,0.015722,0.127370,calls/second,milliseconds
1607862568,121,5.044009,0.529608,0.008503,0.585981,0.244810,0.433773,1.861481,1.861481,1.861481,1.861481,0.036666,0.018452,0.022369,0.098804,calls/second,milliseconds
1607862625,123,5.044009,0.596170,0.008503,0.351924,0.493342,0.918312,0.918312,1.861481,1.861481,1.861481,0.036637,0.014328,0.021420,0.093995,calls/second,milliseconds
1607862625,123,5.044009,0.596170,0.008503,0.351924,0.493342,0.918312,0.918312,1.861481,1.861481,1.861481,0.036637,0.014328,0.021420,0.093995,calls/second,milliseconds
