t,count
1608384682,63
1608384982,71
1608385282,76
1608385582,81
1608385882,86
1608386182,91
1608386482,102
1608386782,107
1608387082,112
1608387382,117
1608387682,122
1608387982,127
1608388282,132
1608388582,137
1608388882,142
1608389182,147
1608389482,152
1608389782,157
1608390082,162
1608390382,167
1608390682,172
1608390982,177
1608391282,182
1608391582,187
1608391882,192
1608392182,197
1608392482,202
1608392782,207
1608393082,212
1608393382,217
1608393682,222
1608393982,227
1608394282,232
1608394582,237
1608394882,242
1608395182,247
1608395482,252
1608395782,257
1608396082,262
1608396382,267
1608396682,272
1608396982,277
1608397282,282
1608397582,287
1608397882,292
1608398182,297
1608398482,302
1608398782,307
1608399082,312
1608399382,317
1608399682,322
1608399982,327
1608400282,332
1608400582,337
1608400882,342
1608401182,347
1608401482,352
1608401782,357
1608402082,362
1608402382,367
1608402682,372
1608402982,377
1608403282,382
1608403582,387
1608403882,392
1608404182,397
1608404482,402
1608404782,407
1608405082,412
1608405382,417
1608405682,422
1608405982,427
1608406282,432
1608406582,437
1608406882,442
1608407182,447
1608407482,452
1608407782,457
1608408082,462
1608408382,467
1608408682,472
1608408982,477
1608409192,482
1608409192,482
