t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1609498078,19,4.626705,1.010094,0.010563,0.483039,1.087448,1.087448,1.620599,1.620599,2.700152,4.626705,0.063305,0.044819,1.132063,2.165569,calls/second,milliseconds
1609498378,68,4.626705,0.490666,0.010563,0.579754,0.256596,0.676801,1.604411,2.323224,2.323224,2.323224,0.113308,0.187995,0.532792,1.600181,calls/second,milliseconds
1609498678,76,4.626705,0.478239,0.010563,0.586182,0.333986,0.335692,1.604411,3.041741,3.041741,3.041741,0.084432,0.027452,0.213062,1.154191,calls/second,milliseconds
1609498978,81,4.626705,0.413267,0.010563,0.090804,0.448572,0.448572,0.460853,0.460853,0.460853,0.840575,0.067492,0.023303,0.089718,0.831857,calls/second,milliseconds
1609499278,86,5.294381,2.407602,0.010563,1.717512,1.625447,3.181098,5.294381,5.294381,5.294381,5.294381,0.057328,0.023275,0.044343,0.600895,calls/second,milliseconds
1609499578,91,5.294381,0.489769,0.010563,0.298385,0.567523,0.567523,0.567523,0.567523,0.567523,5.294381,0.050552,0.023275,0.027650,0.435403,calls/second,milliseconds
1609499878,102,5.294381,0.850621,0.004931,0.381964,1.127521,1.127521,1.127521,1.438613,1.438613,1.438613,0.048568,0.024039,0.029053,0.321640,calls/second,milliseconds
1609500178,107,5.294381,0.428922,0.004931,0.066368,0.417275,0.418860,0.433942,0.543336,0.543336,1.127521,0.044581,0.023280,0.022025,0.235308,calls/second,milliseconds
1609500478,112,5.294381,0.411804,0.004931,0.034212,0.437439,0.437439,0.437439,0.437439,0.437439,0.437439,0.041479,0.023275,0.019440,0.173449,calls/second,milliseconds
1609500778,117,5.294381,0.446302,0.004931,0.018406,0.458846,0.458846,0.458846,0.458846,0.487684,0.487684,0.038998,0.023275,0.018489,0.129125,calls/second,milliseconds
1609501078,122,5.294381,0.457030,0.004931,0.004299,0.457032,0.457032,0.467306,0.467306,0.467306,0.467306,0.036968,0.023275,0.018139,0.097365,calls/second,milliseconds
1609501378,127,5.294381,0.468090,0.004931,0.067289,0.473869,0.473869,0.707372,0.726609,0.726609,0.726609,0.035276,0.023275,0.018010,0.074608,calls/second,milliseconds
1609501678,132,5.294381,0.470142,0.004931,0.281237,0.394895,0.394895,1.385075,1.702037,1.702037,1.702037,0.033845,0.023275,0.017963,0.058302,calls/second,milliseconds
1609501978,137,5.294381,0.517922,0.004931,0.095907,0.588639,0.588639,0.588639,0.588639,0.631625,0.631625,0.032618,0.023275,0.017945,0.046619,calls/second,milliseconds
1609502278,142,5.294381,0.270058,0.004931,0.057140,0.298410,0.298410,0.298410,0.403516,0.403516,0.588639,0.031555,0.023275,0.017939,0.038247,calls/second,milliseconds
