t,count
1617261312,19
1617261613,67
1617261913,72
1617262212,77
1617262512,82
1617262812,90
1617263112,95
1617263412,100
1617263712,105
1617264012,110
1617264312,115
1617264612,120
1617264912,125
1617265212,130
1617265512,135
1617265812,140
1617266112,145
1617266412,150
1617266712,155
1617267012,160
1617267312,165
1617267612,170
1617267912,175
1617268212,180
1617268512,185
1617268812,190
1617269112,195
1617269412,200
1617269712,205
1617270012,210
1617270312,215
1617270612,220
1617270912,225
1617271212,230
1617271512,235
1617271812,240
1617272112,245
1617272412,250
1617272712,255
1617273012,260
1617273312,265
1617273612,270
1617273912,275
1617274212,280
1617274512,285
1617274812,290
1617275112,295
1617275412,300
1617275712,305
1617276012,310
1617276312,315
1617276612,320
1617276912,325
1617277212,330
1617277512,335
1617277812,340
1617278112,345
1617278412,350
1617278712,355
1617279012,360
1617279312,365
1617279612,370
1617279912,375
1617280212,380
1617280512,385
1617280812,390
1617281112,395
1617281412,400
1617281712,405
1617282012,410
1617282312,415
1617282612,420
1617282912,425
1617283212,430
1617283512,435
1617283812,440
1617284112,445
1617284412,450
1617284712,455
1617285012,460
1617285312,465
1617285612,470
1617285912,475
1617286212,480
1617286512,485
1617286812,490
1617287112,495
1617287412,500
1617287712,505
1617288012,510
1617288312,515
1617288612,520
1617288912,525
1617289212,530
1617289512,535
1617289812,540
1617290112,545
1617290412,550
1617290712,555
1617291012,560
1617291312,565
1617291612,570
1617291912,575
1617292212,580
1617292512,585
1617292812,590
1617293112,595
1617293412,600
1617293712,605
1617294012,610
1617294312,615
1617294612,620
1617294912,625
1617295212,630
1617295512,635
1617295812,640
1617296112,645
1617296412,650
1617296712,655
1617297012,660
1617297312,665
1617297612,670
1617297912,675
1617298212,680
1617298512,685
1617298812,690
1617299112,695
1617299412,700
1617299712,705
1617300012,710
1617300312,715
1617300612,720
1617300912,725
1617301212,730
1617301512,735
1617301812,740
1617302112,745
1617302412,750
1617302712,755
1617303012,760
1617303312,765
1617303612,770
1617303912,775
1617304212,780
1617304512,785
1617304812,790
1617305112,795
1617305412,800
1617305712,805
1617306012,810
1617306312,815
1617306612,820
1617306912,825
1617307212,830
1617307512,835
1617307812,840
1617308112,845
1617308412,850
1617308712,855
1617309012,860
1617309312,865
1617309612,870
1617309912,875
1617310212,880
1617310512,885
1617310812,890
1617311112,895
1617311412,900
1617311712,905
1617312012,910
1617312312,915
1617312612,920
1617312912,925
1617313212,930
1617313512,935
1617313812,940
1617314112,945
1617314412,950
1617314712,955
1617315012,960
1617315312,965
1617315612,970
1617315912,975
1617316212,980
1617316512,985
1617316812,990
1617317112,995
1617317412,1000
1617317712,1005
1617318012,1010
1617318312,1015
1617318612,1020
1617318912,1025
1617319212,1030
1617319512,1035
1617319814,1040
1617320112,1045
1617320412,1050
1617320712,1055
1617321012,1060
1617321312,1065
1617321612,1070
1617321912,1075
1617322212,1080
1617322512,1085
1617322812,1090
1617323112,1095
1617323412,1100
1617323712,1105
1617324012,1110
1617324312,1115
1617324613,1120
1617324912,1125
1617325212,1130
1617325512,1135
1617325812,1140
1617326112,1145
1617326412,1150
1617326712,1155
1617327012,1160
1617327312,1165
1617327612,1170
1617327912,1175
1617328212,1180
1617328512,1185
1617328812,1190
1617329112,1195
1617329412,1200
1617329712,1205
1617330012,1210
1617330312,1215
1617330612,1220
1617330912,1225
1617331212,1230
1617331513,1235
1617331812,1240
1617332112,1245
1617332412,1250
1617332712,1255
1617333012,1260
1617333312,1265
1617333612,1270
1617333912,1275
1617334212,1280
1617334512,1285
1617334812,1290
1617335112,1295
1617335412,1300
1617335712,1305
1617336012,1310
1617336312,1315
1617336612,1320
1617336912,1325
1617337212,1330
1617337512,1335
1617337812,1340
1617338112,1345
1617338412,1350
1617338712,1355
1617339012,1360
1617339312,1365
1617339612,1370
1617339912,1375
1617340212,1380
1617340512,1385
1617340812,1390
1617341112,1395
1617341412,1400
1617341712,1405
1617342012,1410
1617342312,1415
1617342612,1420
1617342912,1425
1617343212,1430
1617343512,1435
1617343812,1440
1617344112,1445
1617344412,1450
1617344712,1455
1617345012,1460
1617345312,1465
1617345612,1470
1617345912,1475
1617346212,1480
1617346512,1485
1617346812,1490
1617347112,1495
1617347412,1500
1617347712,1505
1617348012,1510
1617348312,1515
1617348612,1520
1617348912,1525
1617349212,1530
1617349512,1535
1617349812,1540
1617350112,1545
1617350412,1550
1617350712,1555
1617351012,1560
1617351312,1565
1617351612,1570
1617351912,1575
1617352212,1580
1617352512,1585
1617352812,1590
1617353112,1595
1617353412,1600
1617353712,1605
1617354012,1610
1617354312,1615
1617354612,1620
1617354912,1625
1617355212,1630
1617355512,1635
1617355812,1640
1617356112,1645
1617356412,1650
1617356712,1655
1617357012,1660
1617357312,1665
1617357612,1670
1617357912,1675
1617358212,1680
1617358512,1685
1617358812,1690
1617359112,1695
1617359412,1700
1617359712,1705
1617360012,1710
1617360312,1715
1617360612,1720
1617360912,1725
1617361212,1730
1617361512,1735
1617361812,1740
1617362112,1745
1617362412,1750
1617362712,1755
1617363012,1760
1617363312,1765
1617363612,1770
1617363912,1775
1617364212,1780
1617364512,1785
1617364812,1790
1617365113,1795
1617365412,1800
1617365712,1805
1617366012,1810
1617366312,1815
1617366612,1820
1617366912,1825
1617367212,1830
1617367512,1835
1617367812,1840
1617368112,1845
1617368412,1850
1617368712,1855
1617369012,1860
1617369312,1865
1617369612,1870
1617369912,1875
1617370212,1880
1617370512,1885
1617370812,1890
1617371112,1895
1617371412,1900
1617371712,1905
1617372012,1910
1617372312,1915
1617372614,1920
1617372912,1925
1617373212,1930
1617373512,1935
1617373812,1940
1617374112,1945
1617374412,1950
1617374712,1955
1617375012,1960
1617375312,1965
1617375612,1970
1617375912,1975
1617376212,1980
1617376512,1985
1617376812,1990
1617377112,1995
1617377412,2000
1617377712,2005
1617378012,2010
1617378312,2015
1617378612,2020
1617378912,2025
1617379212,2030
1617379512,2035
1617379812,2040
1617380112,2045
1617380412,2050
1617380712,2055
1617381012,2060
1617381312,2065
1617381613,2070
1617381912,2075
1617382212,2080
1617382512,2085
1617382812,2090
1617383112,2095
1617383412,2100
1617383712,2105
1617384012,2110
1617384312,2115
1617384612,2120
1617384912,2125
1617385212,2130
1617385512,2135
1617385812,2140
1617386112,2145
1617386412,2150
1617386712,2155
1617387012,2160
1617387312,2165
1617387612,2170
1617387912,2175
1617388212,2180
1617388512,2185
1617388812,2190
1617389112,2195
1617389412,2200
1617389712,2205
1617390012,2210
1617390312,2215
1617390612,2220
1617390912,2225
1617391212,2230
1617391512,2235
1617391812,2240
1617392112,2245
1617392412,2250
1617392712,2255
1617393012,2260
1617393312,2265
1617393612,2270
1617393912,2275
1617394212,2280
1617394512,2285
1617394812,2290
1617395112,2295
1617395412,2300
1617395712,2305
1617396012,2310
1617396312,2315
1617396612,2320
1617396912,2325
1617397212,2330
1617397512,2335
1617397812,2340
1617398112,2345
1617398412,2350
1617398712,2355
1617399012,2360
1617399312,2365
1617399612,2370
1617399912,2375
1617400212,2380
1617400512,2385
1617400812,2390
1617401112,2395
1617401412,2400
1617401712,2405
1617402012,2410
1617402312,2415
1617402612,2420
1617402912,2425
1617403212,2430
1617403512,2435
1617403812,2440
1617404112,2445
1617404412,2450
1617404712,2455
1617405012,2460
1617405312,2465
1617405612,2470
1617405912,2475
1617406212,2480
1617406514,2485
1617406812,2490
1617407112,2495
1617407412,2500
1617407712,2505
1617408012,2510
1617408312,2515
1617408612,2520
1617408912,2525
1617409212,2530
1617409512,2535
1617409812,2540
1617410112,2545
1617410412,2550
1617410714,2555
1617411012,2560
1617411312,2565
1617411612,2570
1617411912,2575
1617412212,2580
1617412512,2585
1617412812,2590
1617413112,2595
1617413412,2600
1617413712,2605
1617414012,2610
1617414312,2615
1617414612,2620
1617414912,2625
1617415212,2630
1617415512,2635
1617415812,2640
1617416112,2645
1617416412,2650
1617416712,2655
1617417012,2660
1617417312,2665
1617417612,2670
1617417912,2675
1617418212,2680
1617418512,2685
1617418812,2690
1617419112,2695
1617419412,2700
1617419712,2705
1617420012,2710
1617420312,2715
1617420613,2720
1617420912,2725
1617421212,2730
1617421512,2735
1617421812,2740
1617422112,2745
1617422412,2750
1617422712,2755
1617423012,2760
1617423312,2765
1617423612,2770
1617423912,2775
1617424212,2780
1617424512,2785
1617424812,2790
1617425112,2795
1617425412,2800
1617425712,2805
1617426012,2810
1617426312,2815
1617426612,2820
1617426912,2825
1617427212,2830
1617427512,2835
1617427812,2840
1617428112,2845
1617428412,2850
1617428712,2855
1617429012,2860
1617429312,2865
1617429612,2870
1617429912,2875
1617430212,2880
1617430512,2885
1617430812,2890
1617431112,2895
1617431412,2900
1617431712,2905
1617432012,2910
1617432312,2915
1617432612,2920
1617432912,2925
1617433212,2930
1617433512,2935
1617433812,2940
1617434112,2945
1617434412,2950
1617434712,2955
1617435012,2960
1617435312,2965
1617435612,2970
1617435912,2975
1617436212,2980
1617436512,2985
1617436812,2990
1617437114,2995
1617437412,3000
1617437712,3005
1617438012,3010
1617438312,3015
1617438612,3020
1617438912,3025
1617439212,3030
1617439512,3035
1617439812,3040
1617440112,3045
1617440412,3050
1617440712,3055
1617441012,3060
1617441312,3065
1617441612,3070
1617441912,3075
1617442212,3080
1617442512,3085
1617442812,3090
1617443112,3095
1617443412,3100
1617443712,3105
1617444012,3110
1617444312,3115
1617444612,3120
1617444912,3125
1617445212,3130
1617445512,3135
1617445812,3140
1617446112,3145
1617446412,3150
1617446712,3155
1617447013,3160
1617447312,3165
1617447612,3170
1617447912,3175
1617448212,3180
1617448512,3185
1617448812,3190
1617449113,3195
