t,count
1618605379,24
1618605679,70
1618605979,75
1618606279,80
1618606579,85
1618606879,90
1618607179,95
1618607479,100
1618607779,105
1618608079,110
1618608379,115
1618608679,120
1618608979,125
1618609279,130
1618609579,135
1618609879,140
1618610179,145
1618610479,150
1618610779,155
1618611079,160
1618611379,165
1618611679,170
1618611979,175
1618612279,180
1618612579,185
1618612879,190
1618613179,195
1618613479,200
1618613779,205
1618614079,210
1618614379,215
1618614679,220
1618614979,225
1618615279,230
1618615579,235
1618615879,240
1618616179,245
1618616479,250
1618616779,255
1618617079,260
1618617379,265
1618617679,270
1618617979,275
1618618279,280
1618618579,285
1618618879,290
1618619179,295
1618619479,300
1618619779,305
1618620079,310
1618620379,315
1618620679,320
1618620979,325
1618621279,330
1618621579,335
1618621879,340
1618622179,345
1618622479,350
1618622779,355
1618623079,360
1618623379,365
1618623679,370
1618623979,375
1618624279,380
1618624579,385
1618624879,390
1618625179,395
1618625479,400
1618625779,405
1618626079,410
1618626379,415
1618626679,420
1618626979,425
1618627279,430
1618627579,435
1618627879,440
1618628179,445
1618628479,450
1618628779,455
1618629079,460
1618629379,465
1618629679,470
1618629979,475
1618630279,480
1618630579,485
1618630879,490
1618631179,495
1618631479,500
1618631779,505
1618632079,510
1618632379,515
1618632679,520
1618632979,525
1618633279,530
1618633579,535
1618633879,540
1618634179,545
1618634479,550
1618634779,555
1618635079,560
1618635379,565
1618635679,570
1618635979,575
1618636279,580
1618636579,585
1618636879,590
1618637179,595
1618637479,600
1618637779,605
1618638079,610
1618638379,615
1618638679,620
1618638979,625
1618639279,630
1618639579,635
1618639879,640
1618640179,645
1618640479,650
1618640779,655
1618641079,660
1618641379,665
1618641679,670
1618641979,675
1618642279,680
1618642579,685
1618642879,690
1618643179,695
1618643479,700
1618643779,705
1618644079,710
1618644379,715
1618644679,720
1618644979,725
1618645279,730
1618645461,734
1618645461,734
