t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1609354248,19,2.825219,0.109684,0.004790,0.365191,0.013037,0.030590,0.552661,0.880044,2.825219,2.825219,0.063334,0.019753,0.327222,0.592385,calls/second,milliseconds
1609354548,59,3.491804,0.489998,0.004790,0.907659,0.078488,0.404558,3.195034,3.491804,3.491804,3.491804,0.098333,0.307393,0.227715,0.463552,calls/second,milliseconds
1609354848,72,3.491804,0.193889,0.004790,0.475712,0.042846,0.057323,0.743490,2.316655,3.195034,3.491804,0.080000,0.015665,0.106034,0.345236,calls/second,milliseconds
1609355148,77,3.491804,0.027638,0.004790,0.064801,0.020346,0.039757,0.039757,0.039757,0.040426,0.710687,0.064167,0.011975,0.048930,0.252005,calls/second,milliseconds
1609355448,82,3.491804,0.046765,0.004790,0.015654,0.055643,0.055643,0.055643,0.061488,0.061488,0.061488,0.054666,0.010994,0.027461,0.184176,calls/second,milliseconds
1609355748,88,3.491804,0.021028,0.004790,0.017227,0.011594,0.039874,0.039874,0.086160,0.086160,0.086160,0.048472,0.008562,0.018892,0.134318,calls/second,milliseconds
1609356048,98,3.491804,0.032227,0.004790,0.062807,0.031190,0.031190,0.031190,0.039874,0.503267,0.503267,0.046667,0.011920,0.024906,0.107347,calls/second,milliseconds
1609356348,103,3.491804,0.026706,0.004790,0.010014,0.026123,0.026123,0.042100,0.042100,0.058626,0.058626,0.042916,0.011001,0.018920,0.081524,calls/second,milliseconds
1609356648,108,3.491804,0.035209,0.004790,0.022128,0.028130,0.056971,0.056971,0.056971,0.165514,0.165514,0.040000,0.010994,0.016718,0.063022,calls/second,milliseconds
1609356948,113,3.491804,0.037943,0.004790,0.025209,0.018697,0.070067,0.072357,0.072357,0.072357,0.072357,0.037667,0.010994,0.015908,0.049764,calls/second,milliseconds
1609357248,118,3.491804,1.780387,0.004790,1.441261,2.973329,2.973329,2.973329,2.973329,2.973329,2.973329,0.035758,0.011950,0.015873,0.040489,calls/second,milliseconds
1609357548,123,3.491804,1.575350,0.004790,1.263225,2.602344,2.602344,2.602344,2.602344,2.602344,2.973329,0.034167,0.011950,0.015761,0.033644,calls/second,milliseconds
1609357848,128,3.491804,0.150705,0.004790,0.220747,0.197593,0.197593,0.197593,0.377578,0.377578,2.602344,0.032821,0.011975,0.015763,0.028749,calls/second,milliseconds
1609358104,137,3.491804,0.335651,0.004790,0.359572,0.114251,0.590622,0.968829,0.968829,0.968829,0.968829,0.032966,0.023275,0.017963,0.026379,calls/second,milliseconds
1609358104,137,3.491804,0.335651,0.004790,0.359572,0.114251,0.590622,0.968829,0.968829,0.968829,0.968829,0.032966,0.023275,0.017963,0.026379,calls/second,milliseconds
