avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
6.574178495041798,49.94639543603836,4845,3.6574179241711224,52.248797420679104,4839,9.227893013100452,5.133100407786124,56
