avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
3.346524683565576,183.5716653520283,216528,3.1316997818851435,196.57752280668618,216528,2.8304524268060893,141.85486567539164,167069
