avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
3.4836894906586773,467.22677578275153,983447,2.707110325105944,156.80357139080266,218716,2.7398980094602097,563.8495433798174,983442
