avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
3.4228385852087726,183.3645414357465,220268,3.203569848060445,199.96729431569648,220268,2.6784645930510873,135.70631623400382,167331
