,dataset,edges,types,bytes,degree,schemex-summarization-ratio,schemexVHI,schemex-compression,instances,schemexschema-computation,schemexupdate,schemexincremental,schemexbatch,schemexspeed-up,schemex:changes,schemex:updates,schemex:change-update-ratio,attribute-summarization-ratio,attributeVHI,attribute-compression,attributeschema-computation,attributeupdate,attributeincremental,attributebatch,attributespeed-up,attribute:changes,attribute:updates,attribute:change-update-ratio,type-summarization-ratio,typeVHI,type-compression,typeschema-computation,typeupdate,typeincremental,typebatch,typespeed-up,type:changes,type:updates,type:change-update-ratio
31,BSBM,5721236,650591,182748437,8.177253708090275,62.84531827069303,13683623.0,0.07487682644311754,578554.0,34782.0,152788.0,819672.0,1341225.0,1.636294761807162,600095.0,452.0,1324.7130242825608,9642.566666666668,11746038.0,0.06427435546275014,29943.0,118384.0,773929.0,803302.0,1.0379530938884576,63070.0,2.0,21023.333333333332,2166.868913857678,11635278.0,0.06366827640774843,27191.0,68319.0,730000.0,782820.0,1.0723561643835617,63070.0,0.0,63070.0
32,BSBM,5090583,579497,162615460,8.124582346138961,57.59463687150838,12047747.0,0.07408734077313436,515472.0,30868.0,134157.0,719168.0,1207642.0,1.6792209886980511,540856.0,447.0,1207.267857142857,8887.448275862069,10492471.0,0.06452320708006483,26509.0,104986.0,683305.0,715203.0,1.0466819355924515,63087.0,2.0,21029.0,1937.8646616541353,10357099.0,0.06369074010552256,25133.0,64397.0,667419.0,697605.0,1.0452279602468615,63085.0,1.0,31542.5
33,BSBM,4459938,508419,142516687,8.065913536184054,52.34316788152262,10598721.0,0.07436828081752982,452402.0,24207.0,116905.0,627190.0,1070893.0,1.7074459095329964,481093.0,479.0,1002.2770833333333,8225.49090909091,9196303.0,0.06452790331843737,23551.0,91852.0,598659.0,625273.0,1.0444560258845186,63073.0,3.0,15768.25,1700.7593984962407,9099735.0,0.06385031249007353,21233.0,54422.0,579650.0,603044.0,1.0403588372293626,63073.0,0.0,63073.0
34,BSBM,3829244,437334,122441687,7.9997242370558785,46.686772994363835,9227466.0,0.0753621272794126,389321.0,18969.0,102970.0,536250.0,955622.0,1.7820456876456876,421367.0,413.0,1017.7946859903382,7345.679245283019,7912030.0,0.06461876011231371,17664.0,77434.0,512178.0,534840.0,1.0442463362346683,63085.0,2.0,21028.333333333332,1469.1358490566038,7864134.0,0.06422758614882527,20505.0,45315.0,501657.0,519833.0,1.0362319273926208,63085.0,1.0,31542.5
35,BSBM,3198518,366255,102367027,7.922212411190096,40.72487829234802,7650659.0,0.07473753242828865,326247.0,16229.0,88524.0,453068.0,844479.0,1.8639122604112408,361574.0,464.0,777.578494623656,6273.9807692307695,6625432.0,0.0647223250900898,18113.0,65825.0,430552.0,451241.0,1.0480522677864694,63075.0,1.0,31537.5,1231.120754716981,6593318.0,0.06440861079222317,15883.0,36903.0,413087.0,427320.0,1.0344552116140184,63075.0,0.0,63075.0
36,BSBM,2567969,295186,82387202,7.825034623453803,34.57475039411455,6173585.0,0.07493378643930644,263183.0,13847.0,67706.0,362054.0,691792.0,1.9107425964082705,302081.0,526.0,573.2087286527515,5160.450980392156,5346632.0,0.064896390097093,12849.0,51929.0,344549.0,362999.0,1.0535482616405794,63066.0,1.0,31533.0,996.905303030303,5303602.0,0.06437410023950078,12939.0,28880.0,329493.0,339640.0,1.0307957983932892,63065.0,1.0,31532.5
37,BSBM,1936770,224092,62369214,7.686617070126169,28.494730845912844,4686220.0,0.07513674935842546,200090.0,9747.0,50478.0,273256.0,542487.0,1.9852702227947419,242203.0,741.0,326.4191374663073,4001.8,4042594.0,0.06481713878901857,9243.0,42276.0,260186.0,267943.0,1.0298132874174628,63094.0,1.0,31547.0,760.7984790874525,3997835.0,0.06409949306079119,9902.0,21286.0,247342.0,251443.0,1.0165802815534766,63094.0,1.0,31547.0
38,BSBM,1288794,148777,41406662,7.6458838221291945,35.406933333333335,3127246.0,0.07552518964218849,132776.0,6377.0,501622.0,647253.0,254706.0,0.39351845414389736,191297.0,10260.0,18.64311470616899,2655.52,2662910.0,0.06431114877118083,6898.0,26688.0,166529.0,182512.0,1.0959772772309928,68703.0,0.0,68703.0,983.5259259259259,2566480.0,0.0619822964720025,5534.0,14903.0,165186.0,169331.0,1.0250929255505914,71288.0,380.0,187.10761154855643
39,BSBM,649327,75978,21023798,7.383288513909122,27.039777247414477,1566397.0,0.07450590040867021,67978.0,3339.0,225256.0,299750.0,121551.0,0.40550792326939117,126799.0,6012.0,21.087477132878764,1359.56,1347157.0,0.06407771802221464,3271.0,15943.0,89651.0,89977.0,1.0036363230750354,65487.0,0.0,65487.0,659.9805825242719,1319192.0,0.06274755874271623,3117.0,7164.0,84324.0,87703.0,1.0400716284806224,66798.0,224.0,296.88
40,BSBM,67622,7928,2211932,6.5741784950417985,19.033766233766233,158601.0,0.07170247548297144,7328.0,402.0,23027.0,31224.0,12467.0,0.39927619779656676,66850.0,2760.0,24.21224194132561,149.55102040816325,134898.0,0.06098650410591284,375.0,1530.0,9718.0,10586.0,1.0893187898744598,60718.0,1.0,30359.0,318.60869565217394,129786.0,0.05867540231797361,354.0,835.0,8806.0,9708.0,1.1024301612536906,60850.0,112.0,538.4955752212389
