avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
8.505187605719907,386.22728590499855,304025,4.909333743555725,414.9198198159774,304025,9.889758609581145,4.708058194991258,59
