avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
10.557466830761763,730.97315423235,1342347,7.166059608162781,498.9402980324814,1342347,12.228648376819564,892.6998430230328,917757
