avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
6.720080929283705,625.3791108616635,1112585,6.838586235278435,892.1663843100303,1112585,5.088686974406918,2.911388151647117,21
