avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
10.859985302171907,1326.1307495984404,2841831,7.616798597114021,861.692806915451,1445902,9.837193324444714,1036.001046373741,1395929
