t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1607804191,19,4.179746,1.464906,0.006363,0.542705,1.784830,1.784830,1.784830,1.784830,1.919171,4.179746,0.063304,0.042992,1.131899,2.165546,calls/second,milliseconds
1607804491,49,4.179746,0.475703,0.006363,0.571488,0.245012,0.660299,2.209393,2.228737,2.228737,2.228737,0.081653,0.286713,0.501805,1.583183,calls/second,milliseconds
1607804791,72,4.179746,1.114102,0.006363,0.607064,1.117869,1.681558,1.681558,2.000800,2.000800,2.228737,0.079990,0.028306,0.221888,1.154364,calls/second,milliseconds
1607805091,77,4.179746,1.127700,0.006363,0.329617,0.921324,1.617604,1.617604,1.663816,1.663816,1.681558,0.064160,0.021460,0.092778,0.831954,calls/second,milliseconds
1607805391,82,7.395713,2.753164,0.006363,1.630807,1.904798,5.308398,5.308398,5.308398,7.395713,7.395713,0.054663,0.021414,0.045281,0.600937,calls/second,milliseconds
1607805691,87,7.395713,0.947654,0.006363,0.257775,0.921095,0.928126,0.996588,0.996588,1.074871,5.308398,0.048330,0.021414,0.027808,0.435407,calls/second,milliseconds
1607805991,98,7.395713,1.214743,0.006363,1.093788,0.828361,0.979478,4.366517,4.366517,4.366517,4.366517,0.046664,0.022244,0.029050,0.321643,calls/second,milliseconds
1607806291,103,7.395713,1.156800,0.006363,0.242976,1.299803,1.299803,1.299803,1.299803,1.848254,4.366517,0.042915,0.021420,0.021837,0.235283,calls/second,milliseconds
1607806591,108,7.395713,0.970208,0.006363,0.083214,0.987378,0.987378,1.029238,1.029238,1.029238,1.299803,0.039998,0.021414,0.019183,0.173404,calls/second,milliseconds
1607806891,113,7.395713,1.245170,0.006363,0.339410,1.103542,1.103542,1.831557,1.831557,1.831557,1.831557,0.037665,0.021414,0.018207,0.129066,calls/second,milliseconds
1607807191,118,7.395713,0.902377,0.006363,0.113782,0.954455,0.954455,0.954455,0.994672,0.994672,1.831557,0.035756,0.021414,0.017848,0.097296,calls/second,milliseconds
1607807356,124,7.395713,0.716460,0.006363,0.532163,0.311036,1.066725,1.655237,1.655237,1.655237,1.655237,0.035791,0.021699,0.022906,0.086486,calls/second,milliseconds
1607807356,124,7.395713,0.716460,0.006363,0.532163,0.311036,1.066725,1.655237,1.655237,1.655237,1.655237,0.035791,0.021699,0.022906,0.086486,calls/second,milliseconds
