t,count
1609197022,65
1609197322,70
1609197622,75
1609197922,80
1609198222,85
1609198522,90
1609198822,102
1609199122,107
1609199422,112
1609199722,117
1609200022,122
1609200322,127
1609200622,132
1609200922,137
1609201222,142
1609201522,147
1609201822,152
1609202122,157
1609202422,162
1609202722,167
1609203022,172
1609203322,177
1609203622,182
1609203922,187
1609204222,192
1609204522,197
1609204822,202
1609205122,207
1609205422,212
1609205722,217
1609206022,222
1609206322,227
1609206622,232
1609206922,237
1609207222,242
1609207522,247
1609207822,252
1609208122,257
1609208422,262
1609208722,267
1609209022,272
1609209322,277
1609209622,282
1609209922,287
1609210222,292
1609210522,297
1609210822,302
1609211122,307
1609211422,312
1609211722,317
1609212022,322
1609212322,327
1609212622,332
1609212922,337
1609213222,342
1609213522,347
1609213822,352
1609214122,357
1609214422,362
1609214722,367
1609215022,372
1609215322,377
1609215622,382
1609215922,387
1609216222,392
1609216522,397
1609216822,402
1609217122,407
1609217422,412
1609217722,417
1609218022,422
1609218322,427
1609218622,432
1609218922,437
1609219222,442
1609219522,447
1609219822,452
1609219902,454
1609219902,454
