t,count
1609439583,0
1609439883,0
1609440183,0
1609440483,0
1609440783,0
1609441083,0
1609441383,0
1609441683,0
1609441983,0
1609442283,0
1609442583,0
1609442883,0
1609443183,0
1609443483,0
1609443783,0
1609444083,0
1609444383,0
1609444683,0
1609444983,0
1609445283,0
1609445583,0
1609445883,0
1609446183,0
1609446483,0
1609446783,0
1609447083,0
1609447383,0
1609447683,0
1609447983,0
1609448283,0
1609448583,0
1609448883,0
1609449183,0
1609449483,0
1609449783,0
1609450083,0
1609450383,0
1609450683,0
1609450983,0
1609451283,0
1609451583,0
1609451883,0
1609452183,0
1609452483,0
1609452783,0
1609453083,0
1609453383,0
1609453683,0
1609453983,0
1609454283,0
1609454583,0
1609454883,0
1609455183,0
1609455483,0
1609455783,0
1609456083,0
1609456383,0
1609456683,0
1609456983,0
1609457283,0
1609457583,0
1609457883,0
1609458183,0
1609458483,0
1609458783,0
1609459083,0
1609459383,0
1609459683,0
1609459983,0
1609460283,0
1609460583,0
1609460883,0
1609461183,0
1609461483,0
1609461783,0
1609462083,0
1609462383,0
1609462683,0
1609462983,0
1609463283,0
1609463583,0
1609463883,0
1609464183,0
1609464483,0
1609464783,0
1609465083,0
1609465383,0
1609465683,0
1609465983,0
1609466283,0
1609466583,0
1609466883,0
1609467183,0
1609467483,0
1609467783,0
1609468083,0
1609468383,0
1609468683,0
1609468983,0
1609469283,0
1609469583,0
1609469883,0
1609470183,0
1609470483,0
1609470783,0
1609471083,0
1609471383,0
1609471683,0
1609471983,0
1609472283,0
1609472583,0
1609472883,0
1609473183,0
1609473483,0
1609473783,0
1609474083,0
1609474383,0
1609474683,0
1609474983,0
1609475283,0
1609475583,0
1609475883,0
1609476183,0
1609476483,0
1609476783,0
1609477083,0
1609477383,0
1609477683,0
1609477983,0
1609478283,0
1609478583,0
1609478883,0
1609479183,0
1609479483,0
1609479783,0
1609480083,0
1609480383,0
1609480683,0
1609480983,0
1609481283,0
1609481583,0
1609481883,0
1609482183,0
1609482483,0
1609482783,0
1609483083,0
1609483383,0
1609483683,0
1609483983,0
1609484283,0
1609484583,0
1609484883,0
1609485183,0
1609485483,0
1609485783,0
1609486083,0
1609486383,0
1609486683,0
1609486983,0
1609487283,0
1609487583,0
1609487883,0
1609488183,0
1609488483,0
1609488783,0
1609489083,0
1609489383,0
1609489683,0
1609489983,0
1609490283,0
1609490583,0
1609490883,0
1609491183,0
1609491483,0
1609491783,0
1609492083,0
1609492383,0
1609492683,0
1609492983,0
1609493283,0
1609493583,0
1609493883,0
1609494183,0
1609494483,0
1609494783,0
1609495083,0
1609495383,0
1609495683,0
1609495983,0
1609496283,0
1609496583,0
1609496636,0
1609496636,0
