t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1607791890,5,40.172888,8.046399,0.002600,16.063247,0.021494,0.027746,40.172888,40.172888,40.172888,40.172888,0.016666,0.000817,0.006609,0.004082,calls/second,milliseconds
1607792190,12,40.172888,3.237998,0.002600,5.530769,0.053580,5.158704,15.100811,15.100811,15.100811,15.100811,0.019999,0.058463,0.022588,0.010328,calls/second,milliseconds
1607792490,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.029999,0.004641,0.029974,0.019997,calls/second,milliseconds
1607792790,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.022500,0.000031,0.011027,0.014329,calls/second,milliseconds
1607793090,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.018000,0.000000,0.004057,0.010267,calls/second,milliseconds
1607793390,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.015000,0.000000,0.001492,0.007357,calls/second,milliseconds
1607793690,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.012857,0.000000,0.000549,0.005271,calls/second,milliseconds
1607793990,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.011250,0.000000,0.000202,0.003777,calls/second,milliseconds
1607794290,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.010000,0.000000,0.000074,0.002706,calls/second,milliseconds
1607794590,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.009000,0.000000,0.000027,0.001939,calls/second,milliseconds
1607794890,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.008182,0.000000,0.000010,0.001389,calls/second,milliseconds
1607795190,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.007500,0.000000,0.000004,0.000996,calls/second,milliseconds
1607795490,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.006923,0.000000,0.000001,0.000713,calls/second,milliseconds
1607795790,27,40.172888,2.444670,0.002600,4.614860,0.147068,1.325216,13.899162,13.899162,15.100811,15.100811,0.006429,0.000000,0.000001,0.000511,calls/second,milliseconds
1607795988,28,40.172888,1.025433,0.002600,0.000000,1.025433,1.025433,1.025433,1.025433,1.025433,1.025433,0.006366,0.000000,0.000000,0.000412,calls/second,milliseconds
1607795988,28,40.172888,1.025433,0.002600,0.000000,1.025433,1.025433,1.025433,1.025433,1.025433,1.025433,0.006366,0.000000,0.000000,0.000412,calls/second,milliseconds
