t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1607775037,19,4.761513,0.668345,0.012722,0.478485,0.476785,0.876368,1.434954,1.434954,2.049340,4.761513,0.063298,0.042992,1.131899,2.165546,calls/second,milliseconds
1607775337,59,4.761513,0.488999,0.012722,0.611417,0.235322,0.597742,1.544900,2.416996,2.416996,2.881917,0.098308,0.202462,0.517472,1.592092,calls/second,milliseconds
1607775637,72,6.130259,1.920207,0.012722,1.191576,2.583665,2.583665,2.583665,6.130259,6.130259,6.130259,0.079988,0.023632,0.211534,1.152014,calls/second,milliseconds
1607775937,77,6.130259,1.323241,0.012722,0.249815,1.162178,1.561234,1.624574,1.624574,1.624574,2.583665,0.064159,0.021429,0.088969,0.830270,calls/second,milliseconds
1607776237,82,9.054702,5.959015,0.012722,3.261942,7.973988,7.973988,9.054702,9.054702,9.054702,9.054702,0.054662,0.021414,0.043880,0.599731,calls/second,milliseconds
1607776537,87,10.296176,3.732954,0.012722,3.939445,0.992265,5.116882,10.296176,10.296176,10.296176,10.296176,0.048330,0.021414,0.027292,0.434542,calls/second,milliseconds
1607776837,98,10.296176,1.370119,0.008287,1.074126,1.095898,1.139188,4.257559,4.257559,4.257559,10.296176,0.046664,0.022244,0.028861,0.321023,calls/second,milliseconds
1607777137,103,11.125956,7.023051,0.008287,4.954883,11.125956,11.125956,11.125956,11.125956,11.125956,11.125956,0.042914,0.021420,0.021767,0.234840,calls/second,milliseconds
1607777317,110,11.125956,0.924567,0.008287,1.249128,0.509902,1.544851,1.781413,2.490526,11.125956,11.125956,0.042632,0.069388,0.029821,0.198674,calls/second,milliseconds
1607777317,110,11.125956,0.924567,0.008287,1.249128,0.509902,1.544851,1.781413,2.490526,11.125956,11.125956,0.042632,0.069388,0.029821,0.198674,calls/second,milliseconds
