t,count
1608282766,32
1608283066,71
1608283366,76
1608283666,81
1608283966,86
1608284266,91
1608284566,102
1608284866,107
1608285166,112
1608285466,117
1608285766,122
1608286066,127
1608286366,132
1608286666,137
1608286966,142
1608287266,147
1608287566,152
1608287866,157
1608288166,162
1608288466,167
1608288766,172
1608289066,177
1608289366,182
1608289666,187
1608289966,192
1608290266,197
1608290566,202
1608290866,207
1608291166,212
1608291466,217
1608291766,222
1608292066,227
1608292366,232
1608292666,237
1608292966,242
1608293266,247
1608293566,252
1608293866,257
1608294166,262
1608294466,267
1608294766,272
1608295066,277
1608295366,282
1608295666,287
1608295966,292
1608296266,297
1608296566,302
1608296866,307
1608297166,312
1608297466,317
1608297766,322
1608298066,327
1608298366,332
1608298666,337
1608298966,342
1608299266,347
1608299566,352
1608299866,357
1608300166,362
1608300466,367
1608300766,372
1608301066,377
1608301366,382
1608301666,387
1608301966,392
1608302266,397
1608302566,402
1608302866,407
1608303166,412
1608303466,417
1608303766,422
1608304066,427
1608304366,432
1608304666,437
1608304966,442
1608305266,447
1608305566,452
1608305866,457
1608306166,462
1608306466,467
1608306766,472
1608307066,477
1608307366,482
1608307666,487
1608307966,492
1608308266,497
1608308566,502
1608308866,507
1608309166,512
1608309466,517
1608309766,522
1608310066,527
1608310366,532
1608310666,537
1608310966,542
1608311266,547
1608311566,552
1608311866,557
1608312166,562
1608312466,567
1608312766,572
1608313066,577
1608313366,582
1608313666,587
1608313966,592
1608314266,597
1608314566,602
1608314866,607
1608315166,612
1608315466,617
1608315766,622
1608316066,627
1608316366,632
1608316666,637
1608316966,642
1608317266,647
1608317566,652
1608317866,657
1608318166,662
1608318466,667
1608318766,672
1608319066,677
1608319366,682
1608319666,687
1608319828,691
1608319828,691
