t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1609975584,66,0.118251,0.007490,0.000114,0.009966,0.003916,0.009293,0.026623,0.034148,0.034148,0.118251,0.219977,0.061361,1.209209,2.206829,calls/second,milliseconds
1609975884,71,0.118251,0.015841,0.000114,0.009470,0.010670,0.020787,0.041067,0.041067,0.041067,0.041067,0.118328,0.015654,0.455274,1.585973,calls/second,milliseconds
1609976184,76,0.118251,0.011786,0.000114,0.001675,0.011677,0.011677,0.013363,0.013363,0.013363,0.041067,0.084442,0.015346,0.177916,1.141110,calls/second,milliseconds
1609976484,81,0.118251,0.012563,0.000114,0.000505,0.012686,0.012686,0.012686,0.013764,0.013764,0.013764,0.067498,0.015344,0.075882,0.822351,calls/second,milliseconds
1609976784,86,0.118251,0.009865,0.000114,0.001575,0.008588,0.011887,0.011887,0.012686,0.013370,0.013370,0.057332,0.015344,0.038346,0.593951,calls/second,milliseconds
1609977084,91,0.118251,0.007613,0.000114,0.001853,0.006333,0.008230,0.011520,0.011520,0.012817,0.012817,0.050555,0.015344,0.024537,0.430295,calls/second,milliseconds
1609977384,102,0.118251,0.010591,0.000114,0.003084,0.010724,0.010724,0.014090,0.020227,0.020227,0.020227,0.048571,0.016046,0.026877,0.317821,calls/second,milliseconds
1609977684,107,0.118251,0.011732,0.000114,0.002360,0.011620,0.011620,0.018260,0.018260,0.018260,0.018260,0.044583,0.015348,0.020318,0.232439,calls/second,milliseconds
1609977984,112,0.118251,0.011139,0.000114,0.000808,0.010737,0.011023,0.013136,0.013136,0.013136,0.018260,0.041481,0.015344,0.017905,0.171260,calls/second,milliseconds
1609978284,117,0.118251,0.017811,0.000114,0.004611,0.021547,0.021547,0.021547,0.021547,0.021547,0.021547,0.039000,0.015344,0.017018,0.127424,calls/second,milliseconds
1609978584,122,0.118251,0.011225,0.000114,0.001031,0.011264,0.011370,0.011370,0.011950,0.012024,0.021547,0.036969,0.015344,0.016691,0.096014,calls/second,milliseconds
1609978884,127,0.118251,0.011739,0.000114,0.000818,0.012320,0.012320,0.012320,0.012320,0.012703,0.012703,0.035278,0.015344,0.016571,0.073507,calls/second,milliseconds
1609979184,132,0.118251,0.010939,0.000114,0.001615,0.011490,0.011490,0.012424,0.012424,0.013056,0.013056,0.033846,0.015344,0.016527,0.057381,calls/second,milliseconds
1609979484,137,0.118251,0.008783,0.000114,0.001651,0.007430,0.010543,0.011093,0.011130,0.011130,0.011490,0.032619,0.015344,0.016510,0.045826,calls/second,milliseconds
1609979784,142,0.118251,0.009371,0.000114,0.002935,0.007244,0.012527,0.012527,0.018474,0.018474,0.018474,0.031555,0.015344,0.016505,0.037546,calls/second,milliseconds
1609980084,147,0.118251,0.008755,0.000114,0.002577,0.006652,0.011710,0.012074,0.012074,0.012074,0.012527,0.030625,0.015344,0.016502,0.031613,calls/second,milliseconds
1609980384,152,0.118251,0.014642,0.000114,0.005760,0.011483,0.011917,0.024827,0.024827,0.024827,0.024827,0.029804,0.015344,0.016502,0.027362,calls/second,milliseconds
1609980684,157,0.118251,0.011966,0.000114,0.002175,0.011753,0.011753,0.017870,0.017870,0.017870,0.024827,0.029074,0.015344,0.016501,0.024317,calls/second,milliseconds
1609980984,162,0.118251,0.009833,0.000114,0.005602,0.005502,0.017633,0.017633,0.020314,0.020314,0.020314,0.028421,0.015344,0.016501,0.022134,calls/second,milliseconds
1609981284,167,0.118251,0.017444,0.000114,0.002676,0.017493,0.017493,0.020673,0.020673,0.020673,0.020673,0.027833,0.015344,0.016501,0.020570,calls/second,milliseconds
1609981584,172,0.118251,0.011801,0.000114,0.000946,0.011477,0.011477,0.013497,0.013497,0.013497,0.020673,0.027301,0.015344,0.016501,0.019450,calls/second,milliseconds
1609981884,177,0.118251,0.012398,0.000114,0.001056,0.011737,0.013044,0.014100,0.014100,0.014100,0.014100,0.026818,0.015344,0.016501,0.018647,calls/second,milliseconds
1609982184,182,0.118251,0.011277,0.000114,0.000358,0.011346,0.011346,0.011737,0.012537,0.012537,0.014100,0.026377,0.015344,0.016501,0.018072,calls/second,milliseconds
1609982484,187,0.118251,0.007409,0.000114,0.002653,0.005586,0.011100,0.011463,0.011463,0.011463,0.011463,0.025972,0.015344,0.016501,0.017659,calls/second,milliseconds
1609982784,192,0.118251,0.068720,0.000114,0.046781,0.107347,0.107347,0.107347,0.107347,0.107347,0.107347,0.025600,0.015344,0.016501,0.017364,calls/second,milliseconds
1609983084,197,0.118251,0.021200,0.000114,0.016303,0.012040,0.015373,0.046596,0.046596,0.046596,0.107347,0.025256,0.015344,0.016501,0.017152,calls/second,milliseconds
1609983384,202,0.118251,0.012482,0.000114,0.002445,0.013104,0.013104,0.013104,0.013800,0.013800,0.046596,0.024938,0.015344,0.016501,0.017001,calls/second,milliseconds
1609983495,205,0.118251,0.010824,0.000114,0.000947,0.010877,0.010877,0.013104,0.013104,0.013104,0.013800,0.024967,0.018127,0.017060,0.017142,calls/second,milliseconds
1609983495,205,0.118251,0.010824,0.000114,0.000947,0.010877,0.010877,0.013104,0.013104,0.013104,0.013800,0.024967,0.018127,0.017060,0.017142,calls/second,milliseconds
