t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1609361164,19,0.081067,0.007894,0.000217,0.008327,0.007763,0.007763,0.013150,0.020257,0.081067,0.081067,0.063328,0.019244,0.322193,0.589173,calls/second,milliseconds
1609361464,59,0.176795,0.009673,0.000217,0.021242,0.002010,0.008674,0.046103,0.049161,0.079417,0.176795,0.098330,0.211411,0.220581,0.462692,calls/second,milliseconds
1609361764,72,0.176795,0.010750,0.000217,0.008811,0.012423,0.013614,0.013614,0.023536,0.037916,0.176795,0.079998,0.014231,0.100961,0.342553,calls/second,milliseconds
1609362064,77,0.176795,0.022056,0.000217,0.015629,0.034947,0.034947,0.034947,0.034947,0.034947,0.034947,0.064165,0.011965,0.047064,0.250082,calls/second,milliseconds
1609362364,82,0.176795,0.008807,0.000217,0.005538,0.012124,0.012124,0.012124,0.016983,0.016983,0.034947,0.054666,0.011950,0.027236,0.183824,calls/second,milliseconds
1609362664,87,0.176795,0.009228,0.000217,0.004979,0.012640,0.012640,0.012640,0.012640,0.012640,0.012640,0.048333,0.011950,0.019941,0.136349,calls/second,milliseconds
1609362964,98,0.176795,0.007013,0.000217,0.004921,0.011468,0.011468,0.011468,0.011468,0.011468,0.012640,0.046666,0.012864,0.025079,0.107206,calls/second,milliseconds
1609363264,103,0.176795,0.002795,0.000217,0.002973,0.001754,0.001832,0.011488,0.011488,0.011488,0.011488,0.042916,0.011956,0.019148,0.081449,calls/second,milliseconds
1609363564,108,0.176795,0.003520,0.000217,0.004823,0.001860,0.001860,0.017529,0.017529,0.017529,0.017529,0.040000,0.011950,0.016966,0.062993,calls/second,milliseconds
1609363864,113,0.176795,0.010378,0.000217,0.010707,0.004745,0.013266,0.029162,0.029162,0.029162,0.029162,0.037666,0.011950,0.016163,0.049769,calls/second,milliseconds
1609364164,118,0.176795,0.006853,0.000217,0.009359,0.003583,0.012820,0.012820,0.012820,0.071883,0.071883,0.035757,0.011950,0.015868,0.040294,calls/second,milliseconds
1609364464,123,0.176795,0.005127,0.000217,0.007711,0.002680,0.009440,0.009440,0.009440,0.059890,0.059890,0.034166,0.011950,0.015759,0.033505,calls/second,milliseconds
1609364764,128,0.176795,0.005222,0.000217,0.003631,0.003554,0.009040,0.009040,0.017357,0.017357,0.017357,0.032820,0.011962,0.015741,0.028644,calls/second,milliseconds
1609364892,134,0.176795,0.014114,0.000217,0.015634,0.004658,0.011464,0.043503,0.043503,0.043503,0.043503,0.033269,0.010996,0.015466,0.026958,calls/second,milliseconds
1609364892,134,0.176795,0.014114,0.000217,0.015634,0.004658,0.011464,0.043503,0.043503,0.043503,0.043503,0.033269,0.010996,0.015466,0.026958,calls/second,milliseconds
