t,count
1608468778,66
1608469078,71
1608469378,76
1608469678,81
1608469978,86
1608470278,91
1608470578,102
1608470878,107
1608471178,112
1608471478,117
1608471778,122
1608472078,127
1608472378,132
1608472678,137
1608472978,142
1608473278,147
1608473578,152
1608473878,157
1608474178,162
1608474478,167
1608474778,172
1608475078,177
1608475378,182
1608475678,187
1608475978,192
1608476278,197
1608476578,202
1608476878,207
1608477178,212
1608477478,217
1608477778,222
1608478078,227
1608478378,232
1608478678,237
1608478978,242
1608479278,247
1608479578,252
1608479878,257
1608480178,262
1608480478,267
1608480778,272
1608481078,277
1608481167,279
1608481167,279
