t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1607819568,19,2.961907,0.080825,0.005671,0.245555,0.035958,0.067060,0.115123,0.365499,0.881830,2.961907,0.063336,0.033491,1.147896,2.176541,calls/second,milliseconds
1607819868,59,3.448671,0.365977,0.005671,0.501395,0.081187,0.585346,1.386974,1.386974,1.386974,3.448671,0.098336,0.242185,0.526368,1.600327,calls/second,milliseconds
1607820168,72,3.448671,0.275705,0.005671,0.543492,0.072623,0.072623,1.846090,1.846090,1.846090,1.846090,0.080001,0.013057,0.213922,1.157819,calls/second,milliseconds
1607820468,77,3.448671,0.051775,0.005671,0.068026,0.055910,0.055910,0.055910,0.073611,0.073611,1.846090,0.064162,0.025316,0.090140,0.830682,calls/second,milliseconds
1607820768,82,3.845754,0.971213,0.005671,1.620980,0.055483,0.070444,3.845754,3.845754,3.845754,3.845754,0.054666,0.025298,0.044688,0.600080,calls/second,milliseconds
1607821068,87,3.845754,0.071512,0.005671,0.195783,0.066999,0.066999,0.066999,0.066999,0.066999,3.845754,0.048333,0.010115,0.025076,0.436154,calls/second,milliseconds
1607821368,98,3.845754,0.047706,0.005131,0.022480,0.047903,0.050446,0.059270,0.059270,0.059270,0.066999,0.046667,0.011096,0.026752,0.321997,calls/second,milliseconds
1607821668,103,3.845754,0.096176,0.005131,0.062201,0.146868,0.146868,0.146868,0.146868,0.146868,0.146868,0.042917,0.010122,0.019438,0.235303,calls/second,milliseconds
1607821968,108,3.845754,0.069705,0.005131,0.021608,0.057773,0.095617,0.095617,0.128853,0.128853,0.146868,0.040000,0.025298,0.019777,0.173332,calls/second,milliseconds
1607822158,115,3.845754,0.840697,0.005131,0.879356,0.256147,1.361833,2.727545,2.727545,2.727545,2.727545,0.039788,0.035159,0.026180,0.146482,calls/second,milliseconds
1607822158,115,3.845754,0.840697,0.005131,0.879356,0.256147,1.361833,2.727545,2.727545,2.727545,2.727545,0.039788,0.035159,0.026180,0.146482,calls/second,milliseconds
