t,count
1610703737,19
1610704037,67
1610704337,72
1610704637,80
1610704937,85
1610705237,90
1610705537,95
1610705837,100
1610706137,105
1610706437,110
1610706737,115
1610707037,120
1610707337,125
1610707637,130
1610707937,135
1610708237,140
1610708537,145
1610708837,150
1610709137,155
1610709437,160
1610709737,165
1610710037,170
1610710337,175
1610710637,180
1610710937,185
1610711237,190
1610711537,195
1610711837,200
1610712137,205
1610712437,210
1610712737,215
1610713037,220
1610713337,225
1610713637,230
1610713937,235
1610714237,240
1610714537,245
1610714837,250
1610715137,255
1610715437,260
1610715737,265
1610716037,270
1610716337,275
1610716637,280
1610716937,285
1610717237,290
1610717537,295
1610717837,300
1610718137,305
1610718437,310
1610718737,315
1610719037,320
1610719337,325
1610719637,330
1610719937,335
1610720237,340
1610720537,345
1610720837,350
1610721137,355
1610721437,360
1610721737,365
1610722037,370
1610722337,375
1610722637,380
1610722937,385
1610723237,390
1610723537,395
1610723837,400
1610724137,405
1610724437,410
1610724737,415
1610725037,420
1610725337,425
1610725637,430
1610725937,435
1610726237,440
1610726537,445
1610726837,450
1610727137,455
1610727437,460
1610727737,465
1610728037,470
1610728337,475
1610728637,480
1610728937,485
1610729237,490
1610729537,495
1610729837,500
1610730137,505
1610730437,510
1610730737,515
1610731037,520
1610731337,525
1610731637,530
1610731937,535
1610732237,540
1610732537,545
1610732837,550
1610733137,555
1610733437,560
1610733737,565
1610734037,570
1610734337,575
1610734637,580
1610734937,585
1610735237,590
1610735537,595
1610735837,600
1610736137,605
1610736437,610
1610736737,615
1610737037,620
1610737337,625
1610737637,630
1610737938,635
1610738237,640
1610738537,645
1610738837,650
1610739137,655
1610739437,660
1610739737,665
1610740037,670
1610740337,675
1610740637,680
1610740937,685
1610741237,690
1610741537,695
1610741837,700
1610742137,705
1610742437,710
1610742737,715
1610743037,720
1610743337,725
1610743637,730
1610743937,735
1610744237,740
1610744537,745
1610744838,750
1610745137,755
1610745437,760
1610745737,765
1610746037,770
1610746337,775
1610746637,780
1610746937,785
1610747237,790
1610747537,795
1610747837,800
1610748137,805
1610748437,810
1610748737,815
1610749037,820
1610749337,825
1610749637,830
1610749937,835
1610750237,840
1610750537,845
1610750837,850
1610751137,855
1610751437,860
1610751737,865
1610752037,870
1610752337,875
1610752637,880
1610752937,885
1610753237,890
1610753537,895
1610753837,900
1610754137,905
1610754437,910
1610754737,915
1610755037,920
1610755337,925
1610755637,930
1610755937,935
1610756237,940
1610756537,945
1610756837,950
1610757138,955
1610757437,960
1610757737,965
1610758037,970
1610758337,975
1610758637,980
1610758937,985
1610759237,990
1610759537,995
1610759837,1000
1610760137,1005
1610760437,1010
1610760737,1015
1610761037,1020
1610761337,1025
1610761637,1030
1610761937,1035
1610762237,1040
1610762537,1045
1610762837,1050
1610763137,1055
1610763437,1060
1610763737,1065
1610764037,1070
1610764337,1075
1610764637,1080
1610764937,1085
1610765237,1090
1610765537,1095
1610765837,1100
1610766137,1105
1610766437,1110
1610766737,1115
1610767037,1120
1610767337,1125
1610767637,1130
1610767937,1135
1610768237,1140
1610768537,1145
1610768837,1150
1610769137,1155
1610769437,1160
1610769737,1165
1610770037,1170
1610770337,1175
1610770637,1180
1610770937,1185
1610771237,1190
1610771537,1195
1610771837,1200
1610772137,1205
1610772437,1210
1610772737,1215
1610773037,1220
1610773337,1225
1610773637,1230
1610773937,1235
1610774237,1240
1610774537,1245
1610774837,1250
1610775137,1255
1610775437,1260
1610775737,1265
1610776037,1270
1610776337,1275
1610776637,1280
1610776937,1285
1610777238,1290
1610777537,1295
1610777837,1300
1610778137,1305
1610778437,1310
1610778737,1315
1610779037,1320
1610779337,1325
1610779637,1330
1610779937,1335
1610780237,1340
1610780537,1345
1610780837,1350
1610781137,1355
1610781437,1360
1610781737,1365
1610782037,1370
1610782337,1375
1610782637,1380
1610782937,1385
1610783237,1390
1610783537,1395
1610783837,1400
1610784137,1405
1610784437,1410
1610784737,1415
1610785037,1420
1610785337,1425
1610785637,1430
1610785937,1435
1610786237,1440
1610786537,1445
1610786837,1450
1610787137,1455
1610787437,1460
1610787737,1465
1610788037,1470
1610788337,1475
1610788637,1480
1610788937,1485
1610789237,1490
1610789537,1495
1610789837,1500
1610790137,1505
1610790437,1510
1610790737,1515
1610791037,1520
1610791337,1525
1610791637,1530
1610791937,1535
1610792237,1540
1610792537,1545
1610792837,1550
1610793137,1555
1610793437,1560
1610793737,1565
1610794037,1570
1610794337,1575
1610794637,1580
1610794937,1585
1610795237,1590
1610795537,1595
1610795837,1600
1610796137,1605
1610796437,1610
1610796737,1615
1610797037,1620
1610797337,1625
1610797637,1630
1610797937,1635
1610798237,1640
1610798537,1645
1610798837,1650
1610799137,1655
1610799437,1660
1610799737,1665
1610800037,1670
1610800337,1675
1610800637,1680
1610800937,1685
1610801237,1690
1610801537,1695
1610801837,1700
1610802060,1704
1610802060,1704
