t,count
1611367077,19
1611367377,67
1611367677,72
1611367977,77
1611368277,82
1611368577,90
1611368877,95
1611369177,100
1611369477,105
1611369777,110
1611370077,115
1611370377,120
1611370677,125
1611370977,130
1611371277,135
1611371577,140
1611371877,145
1611372177,150
1611372477,155
1611372777,160
1611373077,165
1611373377,170
1611373677,175
1611373977,180
1611374277,185
1611374577,190
1611374877,195
1611375177,200
1611375479,205
1611375777,210
1611376077,215
1611376377,220
1611376677,225
1611376977,230
1611377277,235
1611377577,240
1611377877,245
1611377940,247
1611377940,247
