avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
8.373978438951937,341.96496842694756,239883,4.82267320362887,366.9397223173142,239883,9.880829804198271,4.667769409718443,59
