avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
11.207276657820765,753.8801809193915,1345181,7.384266169466203,485.808876537795,1345181,14.56031516212016,995.9686870557063,907444
