avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
6.723354860867429,628.0949129987664,1120529,6.839184190433615,895.8619087629047,1120529,5.096134662022789,2.9099055997507235,21
