avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
10.597027912248308,672.1260297511211,961480,7.40856528628361,322.11498152196026,661787,11.956694766400044,914.986613333553,961082
