avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
3.9505793813964885,830.2780212892916,1966886,3.0748142717838856,147.4268188621937,217867,3.2314839464363767,1050.532880296542,1966880
