avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
10.629046719599769,749.1819631458453,1353760,7.178894966052635,492.1205629635632,1353760,12.690448663405904,946.8181804553344,995985
