avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
3.3267381932003524,183.35014408818768,217256,3.1049159299690308,196.19941879471452,217256,2.821937779931237,141.75748537095456,167069
