avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
7.383288513909123,98.92487143111805,16165,4.1721946643363435,104.94900992677273,16165,9.552016828974072,4.615398157408822,53
