avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
6.720665877810986,623.3460608351361,1105770,6.837091227240329,889.1300054355078,1105770,5.087885582028011,2.912140993752963,21
