avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
6.722140375933358,624.0014970587409,1107635,6.833973250547018,889.7643848301698,1107635,5.090348197582445,2.9113429177034593,22
