avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
8.387060755740912,352.7600406002783,255815,4.830138111069515,378.52428713859706,255815,9.867265120553132,4.710578349681614,59
