avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
3.9968859287417717,840.153164331383,1966886,3.1151016085440872,150.04115193324145,219631,3.257383387310156,1060.9700888036868,1966880
