avg_degree,std_degree,max_degree,avg_indegree,std_indegree,max_indegree,avg_outdegree,std_outdegree,max_outdegree
3.977475278752956,832.1741742694744,1961720,3.0929051782023773,149.11711278375955,219623,3.258540087544926,1053.5426997944653,1961714
